,joint1,joint2,joint3,joint4,joint5,joint6,X_axis,Y_axis,Z_axis
1577,28058,-2907,-9865,-1772,-71787,124177,-46453,-21730,335640
1578,48946,-2907,-9865,-1769,-70189,124177,-33963,-34972,335586
1579,79213,-2907,-9865,-1745,-68539,124242,-11154,-44763,335456
1580,105329,-2907,-9865,-1792,-68533,124190,9620,-45112,335454
1581,122072,-2907,-9865,-1751,-68533,124190,22259,-40396,335455
1582,124920,-2907,-9865,-1912,-19839,128046,-12388,15944,300204
1583,113636,-2907,-9865,-1168,-2065,128087,-13562,30821,275564
1584,86957,-2907,-9865,-1097,6950,129393,2198,37390,261770
1585,60580,-2907,-9808,-1078,8684,129393,18911,33008,258740
1586,41522,-2907,-9808,-1078,8885,129393,28693,25052,258425
1587,18178,-2907,-9808,-1078,8885,129393,36271,11632,258425
1588,-11968,-2907,-9808,-1078,8295,129393,37066,-8109,259349
1589,-37537,-2853,-9808,-1078,8295,129393,30037,-23391,259313
1590,-72133,-2853,-9808,-1078,8295,129393,11444,-36310,259313
1591,-105071,-2853,-9808,-1078,8295,129393,-10137,-36696,259313
1592,-127467,-2853,-9482,-673,15543,129393,-24431,-31406,246022
1593,-130470,-2904,-3573,20175,3490,129393,-29320,-37308,231638
1594,-115471,-2904,-3504,46516,3641,129393,-16537,-44468,232434
1595,-92559,-2904,-3504,11848,2338,129393,-1350,-47282,232793
1596,-84680,-2838,-3504,11848,2613,130233,5251,-47204,232315
1597,-84680,-2838,-2824,0,2242,166543,4487,-48193,228873
1598,-78491,-2838,-2824,0,2649,166543,9675,-47519,228233
1599,-48540,-2897,-2824,8861,5030,164926,33245,-35774,224623
1600,-18692,-2897,-2824,8857,5314,165375,46702,-14431,224180
1601,16625,-2897,-2824,9012,3371,165375,46258,14687,227212
1602,36935,-2897,-2824,9194,3098,165375,38271,29755,227639
1603,58018,-2897,-2824,9242,3098,165375,25002,41532,227640
1604,68548,-2897,-2824,9242,3098,165375,16910,45432,227640
1605,79960,-2835,-2824,9242,3098,165375,7691,47978,227587
1606,65986,-2888,-2824,9242,3098,165375,19010,44612,227632
1607,43807,-2888,-2824,9242,3098,165375,34444,34135,227632
1608,21171,-2888,-2824,9242,3050,165375,44924,18233,227706
1609,-4389,-2888,-2824,9242,4519,165375,48698,-2582,225420
1610,-35161,-2888,-2824,9242,5646,165375,40825,-26998,223661
1611,-76681,-2888,-2824,9242,5646,165375,12669,-47277,223661
1612,-95924,-2888,-2824,9242,5646,165375,-3619,-48811,223661
1613,-119561,-2830,-2824,9242,3499,165375,-23237,-42777,226959
1614,-129097,-2715,-2824,9242,-15797,165375,-28436,-28684,255693
1615,-113092,-2715,-2824,9255,-23097,165375,-18785,-29419,265587
1616,-87265,-2715,-2824,9255,-22718,165375,-3987,-34989,265093
1617,-59102,-2822,-2824,9255,-22718,165375,12863,-32502,265158
1618,-18753,-2884,-2824,9255,-22673,165375,30740,-16395,265136
1619,35770,-2884,-2824,9255,-22673,165375,31192,15518,265136
1620,86672,-2884,-2824,9255,-22673,165375,7627,33994,265136
1621,103251,-2819,-2824,9255,-22646,165375,-2438,34937,265061
1622,91083,-2819,-2824,9303,-22641,165375,5008,34671,265050
1623,59298,-2819,-2824,9298,-41867,165375,15472,6681,287189
1624,15849,-2819,-2824,9351,-44616,165375,12867,-7143,289506
1625,-18095,-2819,-2824,9351,-41003,165375,11270,-13889,286144
1626,-43852,-2819,-2824,9351,-41128,165375,3986,-17317,286265
1627,-70018,-2875,-2824,9351,-41128,165375,-4113,-17149,286280
1628,-91893,-2875,-2824,9351,-41128,165375,-10207,-14381,286280
1629,-118937,-2875,-2824,9351,-41259,165375,-15572,-8012,286406
1630,-133423,-2875,-2902,9351,-41366,165375,-16875,-3613,286915
1631,-130724,-2875,-2902,9463,-35264,165375,-20593,-10680,280654
1632,-114967,-2875,-7700,9399,-21853,165375,-15161,-19457,290742
1633,-107423,-2922,-19657,-958,30699,165375,-6411,-17834,277764
1634,-77135,-2922,-19657,-5936,43843,165375,-2955,-16344,257525
1635,-56810,-2922,-19657,-3966,43895,165375,4744,-15225,257280
1636,-32711,-2922,-19657,-3189,44025,165375,10976,-11232,257035
1637,-8776,-2922,-19657,-3167,44025,165375,14594,-5788,257033
1638,10121,-2922,-19657,-3200,44025,165375,15687,-785,257035
1639,32022,-2922,-19601,-3200,41018,165375,15884,6002,261354
1640,58927,-2922,-19601,-3200,41294,165375,11411,12441,260928
1641,90147,-2922,-19601,-3200,41262,165375,3307,16566,260977
1642,102633,-2922,-19601,-3200,41024,165375,-387,16974,261345
1643,98665,-2866,-19601,-3203,41243,165375,798,17013,260990
1644,63120,-2866,-19601,-3203,41277,165375,10536,13367,260939
1645,37850,-2866,-19601,-3193,41277,165375,15228,7598,260938
1646,12181,-2917,-19601,-3193,41230,166249,16913,233,261025
1647,-18302,-2917,-19601,-3182,41230,166249,14697,-8368,261024
1648,-57524,-2917,-19601,-3182,39068,165590,6621,-16333,264371
1649,-76220,-2917,-19601,-3209,39068,165590,1010,-17600,264373
1650,-82069,-2969,-37287,1767,71694,165798,-3111,41640,299988
1651,-114727,-2969,-37070,4853,72416,165798,24155,34903,298241
1652,-138452,-2918,-37070,4720,72310,165348,35839,22227,298415
1653,-145757,-2918,-37070,4682,72285,165348,38322,17526,298448
1654,-116694,-2918,-37070,4791,72285,165348,25135,33869,298458
1655,-92100,-2918,-37070,4881,72285,165348,8894,41261,298466
1656,-65563,-2918,-37070,4884,72285,165348,-10473,40890,298466
1657,-35949,-2918,-37070,4890,70624,165348,-28395,29632,300825
1658,-11697,-2918,-37070,4873,70973,165348,-38297,15392,300325
1659,24940,-2918,-37070,4916,70973,165348,-39947,-10446,300329
1660,55206,-2918,-37070,4866,70755,165348,-29078,-29076,300636
1661,80280,-2918,-37070,4887,68504,165348,-13690,-37202,303884
1662,69881,3201,-37070,4909,67803,165398,-13281,-15293,307981
1663,35686,4626,-37070,4868,67726,165398,-15750,-2513,308495
1664,-2508,4626,-37070,4883,67255,165398,-13557,7744,309144
1665,-49679,4626,-37070,4929,67305,165398,-3510,15286,309080
1666,-104639,4566,-37070,4867,67335,165398,10467,11879,309018
1667,-132031,4566,-37070,4856,67335,165398,14746,5742,309017
1668,-143139,8146,-37070,4709,67341,165398,6128,-4022,309514
1669,-117498,11523,-37070,4740,67288,165398,2206,-10785,309407
1670,-85500,11523,-37070,4763,67288,165398,7619,-7973,309409
1671,-64190,11523,-37070,4904,67288,165398,10177,-4561,309424
1672,-30189,11523,-37070,4905,67288,165398,10989,1911,309424
1673,14299,11523,-37070,4905,67288,165398,6500,9064,309424
1674,53962,11523,-37070,4905,67288,165398,-781,11126,309424
1675,74661,11523,-37070,4794,67288,165398,-4506,10096,309413
1676,57339,11523,-37070,4840,67288,165398,-1353,11013,309417
1677,20945,11523,-37070,4919,67288,165398,5398,9775,309426
1678,-13509,11523,-38709,16231,66087,165301,10552,21379,321441
1679,-41484,11523,-45420,14224,74954,149115,2482,26629,340317
1680,-68401,11349,-45912,12548,74944,140593,11447,22950,341988
1681,-93140,11350,-45912,9779,74944,117162,15812,15755,341354
1682,-108241,11350,-45912,10213,74824,117625,19974,10853,341598
1683,-135466,11350,-45912,10208,74824,117625,22721,518,341597
1684,-156420,11350,-45761,10270,69725,117612,16923,-9218,347713
1685,-142341,11350,-45720,10241,69725,117612,18553,-4852,347523
1686,-127451,11350,-45720,10197,69725,117612,19122,111,347514
1687,-98453,11350,-45720,10195,69725,117612,16668,9367,347513
1688,-69871,9944,-45780,0,75070,121821,-7200,19645,339171
1689,-43554,5481,-45831,-467,75070,135891,-27903,25539,337106
1690,-7774,5658,-45831,0,75070,135835,-36814,5026,337220
1691,17660,9110,-45831,0,74794,135835,-22819,-7265,339436
1692,18711,21379,-45831,0,73708,135835,22547,7637,340805
1693,53156,22940,-45831,361,73762,135835,17349,24074,340018
1694,79722,22940,-45831,434,73762,135896,4642,29310,340018
1695,104635,22940,-45831,5245,73805,135896,-15170,26476,340293
1696,102884,22940,-45777,5094,73763,135896,-14157,27100,340062
1697,39684,22940,-45777,5138,74155,135896,17404,24630,339635
1698,-11185,22940,-45777,5326,73754,135836,30581,2220,340100
1699,-58180,22940,-45777,5326,73754,135836,22482,-20849,340100
1700,-77615,14360,-44970,5186,66483,135836,8431,-3224,347875
1701,-81462,-2957,-4996,15507,7360,135836,9894,-44919,233879
1702,-102694,-2907,-4879,41432,6915,135836,-2942,-46060,236128
1703,-108743,-2907,433,54500,5753,135836,-9933,-51791,208155
1704,-108743,-2808,433,25720,1345,135836,-15948,-49886,211456
1705,-108743,-2808,433,11148,-5804,135980,-17919,-47270,222263
1706,-108743,-2808,433,8999,0,166487,-16755,-49377,213369
1707,-126625,-2808,433,9259,3089,166487,-30767,-42711,208552
1708,-138647,-2808,433,9259,3089,166487,-38988,-35366,208552
1709,-151360,-2808,433,9259,3089,165608,-45815,-25919,208552
1710,-132366,-2808,433,9259,3089,165608,-34884,-39420,208552
1711,-100186,-2863,433,9259,3136,165809,-8506,-51870,208528
1712,-55319,-2863,433,9259,3136,165809,30563,-42763,208528
1713,-21173,-2863,433,9259,3136,166528,49298,-18236,208528
1714,17826,-2863,433,9259,3136,166528,49788,16851,208528
1715,57852,-2863,433,9259,3136,166528,27287,44924,208528
1716,91066,-2863,433,9259,3136,166479,-1778,52532,208528
1717,113551,-2863,433,9259,3136,166479,-21734,47858,208528
1718,131863,-2863,433,9259,3136,166479,-35670,38606,208528
1719,144415,-2863,433,9259,3557,166479,-43309,29870,207869
1720,121586,-2863,433,9259,3557,166479,-28326,44334,207869
1721,106000,-2804,433,9259,3534,166479,-15391,50398,207851
1722,106000,-2804,433,9259,-29029,166479,-2878,35814,255121
1723,104883,-2804,433,6797,-66085,166479,12680,-9146,288324
1724,75855,-2856,433,6921,-66837,166479,6500,-15463,288639
1725,49048,-2856,433,6921,-66837,166479,-1171,-16733,288639
1726,21700,-2856,433,6921,-66837,166479,-8727,-14324,288639
1727,-13676,-2856,433,6921,-66837,166479,-15409,-6627,288639
1728,-47106,-2856,433,6921,-67235,166479,-16947,3384,288806
1729,-79279,-2897,433,6921,-66379,166479,-12257,10731,288431
1730,-99387,-2897,433,6921,-66379,166479,-7821,14291,288431
1731,-117560,-2897,433,6909,-65707,166479,-3385,15080,288134
1732,-125934,-2897,433,6909,-67085,166479,-5,17175,288736
1733,-109464,-2897,433,6957,-66829,166479,-5052,16115,288619
1734,-81916,-2897,433,7391,-66829,166479,-12554,11852,288541
1735,-55713,-2897,433,7339,-66829,166479,-16436,5134,288550
1736,-30452,-2897,433,7323,-66829,166479,-17044,-2349,288553
1737,-6297,-2897,433,7313,-66838,166479,-14602,-9104,288559
1738,-5852,-2897,433,7292,-66838,166479,-14529,-9186,288563
1739,-229,-2897,433,7307,-64060,166479,-9059,-10355,287279
1740,37134,-2897,433,7316,-56561,166479,7201,-6677,282823
1741,37200,-2838,-10539,2384,-55613,166479,-20271,-19309,334877
1742,37200,-3000,-38514,-323,-73916,166479,-138508,-104516,422270
1743,37268,-3139,-71597,9791,-75820,166479,-263578,-219422,434139
1744,37268,-3164,-85148,8794,-75768,166479,-317205,-258320,412290
1745,51829,-3164,-85202,8815,-75834,166479,-242208,-330000,412069
1746,69972,-3164,-85202,9057,-75834,166479,-127046,-389085,412072
1747,85101,-3164,-85248,9067,-75834,166479,-21094,-408971,411971
1748,87233,-3164,-96350,9496,-75759,166479,-7569,-458230,383037
1749,75280,-749,-94576,16353,-73430,166479,-87142,-428362,411164
1750,47654,-131,-90206,14265,-71044,166479,-262865,-319908,430223
1751,27666,-109,-90206,14783,-71044,166479,-355756,-211304,430403
1752,4952,-109,-90270,14760,-69299,166479,-409429,-57248,432936
1753,-21902,-359,-90505,14603,-69098,166479,-393306,135023,430889
1754,-39751,-359,-90505,14560,-68678,166479,-332791,249078,431530
1755,-65701,-711,-90505,14484,-68553,166479,-190896,371339,429167
1756,-85241,-711,-90505,14313,-67588,166479,-55292,413499,430634
1757,-99953,-711,-90505,14745,-50725,166479,52491,402821,454861
1758,-119598,-711,-90505,15015,-30650,166479,179653,340601,477945
1759,-136532,-711,-90505,16755,-5664,166479,252397,242814,494063
1760,-146280,-711,-90391,18333,9138,166479,274747,177904,495862
1761,-148128,-711,-90281,18307,21155,166492,267648,154266,492819
1762,-131964,-711,-90281,18002,32128,166492,207155,207989,486609
1763,-112236,-711,-90281,17420,32321,166492,124269,265474,486487
1764,-87520,-711,-90281,17855,32321,166492,2233,293240,486476
1765,-65515,-711,-90281,17866,32321,166492,-107797,272721,486475
1766,-47555,-711,-90281,18082,32321,166492,-186545,226353,486470
1767,-28239,-711,-90281,18470,30800,166492,-252996,152636,487513
1768,-4711,-711,-88483,18193,38418,166492,-272386,40163,481582
1769,30870,-711,-77532,16286,39375,166492,-190176,-94821,473005
1770,51915,-711,-77532,11737,52247,166492,-134071,-147352,456711
1771,60573,-711,-77532,11793,57511,166492,-109382,-161982,449370
1772,86784,-395,-68137,11805,59217,166492,-24164,-144952,429298
1773,88435,-126,-60010,11786,59235,166492,-18915,-107504,407761
1774,76132,-126,-60010,11819,58790,166492,-41376,-101087,408464
1775,46284,-126,-60010,11763,58768,166492,-86135,-67131,408493
1776,15579,-126,-60010,11757,59384,166492,-108271,-13622,407524
1777,-7026,-126,-60010,11796,59384,166492,-105192,29097,407529
1778,-27252,-126,-60010,11922,59332,166492,-88503,63976,407624
1779,-50727,-126,-60010,11795,59206,166492,-55987,93713,407809
1780,-67674,-126,-60010,11821,59265,166492,-26197,105978,407718
1781,-81503,-126,-60010,11844,57536,166492,-413,109425,410435
1782,-102747,-126,-60010,11791,57536,166492,39194,102141,410430
1783,-116661,-126,-60010,11774,58384,166492,62645,89522,409097
1784,-104304,-126,-60010,11766,58384,166492,42025,100855,409096
1785,-81651,-126,-60010,11798,58384,166492,-20,109274,409100
1786,-62659,-126,-60010,11846,59808,166492,-35220,103277,406866
1787,-42844,-126,-60010,11988,59614,166492,-68082,85382,407190
1788,-18272,-126,-60010,11999,59614,166492,-97419,49354,407191
1789,-9852,-126,-60010,11784,59441,166492,-103620,34238,407438
1790,-9924,-126,-60010,11784,58815,166427,-103687,34283,408421
1791,-9924,31199,-59903,11288,20046,166481,63034,-4830,481712
1792,-9924,69151,-59903,11907,-13095,166481,272241,-51953,417550
1793,-10144,87289,-59891,18286,-35343,166481,344640,-78445,349616
1794,-25670,96777,-59891,17982,-46665,166481,335846,-184090,305555
1795,-46813,96725,-59891,18503,-47554,166481,245742,-292955,307060
1796,-76313,96661,-59891,18394,-47554,166481,69702,-375774,307525
1797,-101877,96661,-59891,18422,-47554,166481,-99307,-369052,307516
1798,-123082,96661,-59891,18322,-47276,166481,-225979,-308379,307136
1799,-130041,96661,-59891,19033,-47318,166481,-262186,-278094,306972
1800,-129855,96661,-59891,5306,-3385,166481,-241264,-288233,242408
1801,-129855,96610,-59891,1221,44075,166481,-202771,-245005,197742
1802,-129855,85340,-71179,1031,70561,166481,-180049,-218090,299862
1803,-129924,85965,-89987,0,67943,166481,-198818,-237579,390511
1804,-129803,93006,-89876,19230,74838,166481,-189207,-272253,350241
1805,-108897,105796,-89876,20709,72207,166481,-92896,-365966,273465
1806,-90031,105796,-89876,20924,71419,166481,30599,-377603,273712
1807,-63033,105796,-89876,16178,70789,166481,192817,-326171,271607
1808,-31760,103430,-89876,17425,70740,166481,329702,-173854,287640
1809,-7974,103430,-89876,17678,66154,166481,378779,-27540,289267
1810,30882,103430,-89876,17821,65730,166481,312742,216626,289496
1811,51537,103430,-89876,6703,65730,166481,228206,302854,286120
1812,71805,103483,-89876,10649,63648,166481,105126,368107,287546
1813,87296,103483,-89876,13043,63648,166481,-507,383089,288238
1814,105229,103483,-89876,13247,63612,166481,-118552,364350,288320
1815,123817,103483,-89876,15074,63430,166481,-230782,306476,289033
1816,120771,103483,-89876,14496,63666,166481,-213324,318360,288716
1817,102835,103483,-89876,14383,63666,166481,-104763,368611,288677
1818,84681,103483,-89876,14256,64091,166481,15339,382247,288438
1819,69714,103483,-89876,14289,64310,166481,113348,365038,288352
1820,40231,103483,-89876,14236,64310,166481,278373,261923,288334
1821,5518,103483,-89876,14236,62813,166481,380257,56736,289029
1822,-23093,103483,-89876,14632,55634,166481,370326,-137276,293279
1823,-40719,103483,-89876,14656,55584,166481,311438,-243002,293321
1824,-65901,103483,-89876,14665,55620,166481,178440,-352369,293300
1825,-84194,103483,-89876,14482,55873,166481,58610,-390219,293073
1826,-89950,103483,-89876,14715,56260,166481,19559,-393588,292898
1827,-89950,82757,-89876,9860,72907,166481,15141,-287348,403980
1828,-89950,64265,-89352,-4097,75047,166481,-6125,-182368,474763
1829,-89950,64300,-73397,-8016,74535,166413,-12064,-194842,398271
1830,-89950,64316,-45134,0,51695,165319,169,-198056,271046
1831,-89950,64032,-12505,4820,0,165319,138,-162113,160904
1832,-86748,63896,-9224,6032,0,165319,8412,-148076,147267
1833,-55107,63896,-9224,7285,0,166521,84842,-121652,147267
1834,-27223,60064,-9224,7306,443,166521,129743,-66644,156642
1835,-25552,61402,-9177,7247,14427,166521,117135,-52832,140328
1836,19905,61793,-9177,7300,529,166521,137722,49982,151933
1837,29004,65115,-9229,7721,-2650,166479,133204,73204,146832
1838,42985,65115,-9229,435,-2858,166479,111411,103794,147076
1839,82746,65115,-9229,2818,-4329,166479,19776,152705,148656
1840,95582,65115,-9229,2766,-9872,166479,-14821,159375,155003
1841,125242,65115,-9229,2804,-9930,166479,-91770,131216,155072
1842,129000,65115,-9229,3657,-10052,166479,-100054,125165,155210
1843,118222,65115,-9229,9714,-10112,166479,-73357,142384,155158
1844,98127,65115,-9229,9862,-10063,166479,-19936,158868,155095
1845,73056,65115,-9172,10330,-7124,166479,47616,149357,151438
1846,55719,65115,-9172,10307,-7253,166479,90067,128478,151584
1847,26155,65115,-9172,10298,-7253,166479,141730,67315,151585
1848,-5505,65115,-9172,10299,-7301,166479,155956,-17690,151639
1849,-8804,65115,-9172,10320,-7526,166479,155005,-26169,151894
1850,-24392,65115,-9172,18737,-8143,166479,141705,-68806,152301
1851,-42115,65115,-9611,25783,-6417,166479,113639,-108701,151948
1852,-42115,65400,-37852,25530,69212,166479,141737,-78710,236699
1853,-59342,64912,-39114,14664,72273,166346,97170,-120894,238407
1854,-82668,64857,-39114,6843,74703,164006,29362,-146256,236784
1855,-117056,64857,-39114,7220,74703,164056,-57873,-137562,236850
1856,-147776,56209,-39114,6133,74808,164056,-104816,-77157,257737
1857,-156400,55381,-39114,-2018,74651,164056,-118547,-48416,259175
1858,-132111,55438,-39114,10281,74601,165801,-74542,-105817,260381
1859,-89711,55383,-39114,10207,74384,166495,16178,-128622,260510
1860,-42677,55383,-39114,10271,74384,166495,105215,-75756,260527
1861,-12463,55383,-39114,10279,74384,166492,129047,-12506,260530
1862,32210,55383,-39114,10279,74384,166492,100560,81837,260530
1863,69243,55383,-39114,10279,71260,166492,32980,130412,261017
1864,94607,55383,-39114,10329,61283,166492,-26239,147440,264343
1865,114826,55383,-39114,10948,58479,166492,-77741,132955,265899
1866,114619,55383,-39114,12183,58427,166492,-78800,132686,266255
1867,78469,55446,-39114,11985,35891,166492,25888,182319,284098
1868,78727,55446,-39114,22901,18074,166492,28611,199758,307254
1869,78727,55446,-48272,13956,-44267,166492,52254,183795,449049
1870,78727,55213,-67725,6750,-61490,166492,32793,116449,562163
1871,78727,55213,-67898,6931,-60021,166492,33243,118127,562428
1872,73786,55213,-67898,9556,-56051,166492,47941,119984,560424
1873,37330,52240,-67898,12220,-45013,166033,105629,63422,560477
1874,13956,41748,-67898,12335,-37603,166084,53189,994,572068
1875,5884,40778,-67898,12318,-38528,165387,43895,-7633,573360
1876,5848,41009,-67898,12388,-38471,165387,45794,-7517,573141
1877,-23967,40808,-67898,32616,-36011,165387,34567,-46926,565885
1878,-57486,41006,-67898,32892,-27665,165387,14606,-65606,561258
1879,-72033,41514,-67898,32697,-14477,165407,13595,-81770,550651
1880,-86003,32010,-38758,32776,-4695,165407,3610,-109542,402587
1881,-104177,16736,-24551,32829,-11008,165407,-24847,-59898,352371
1882,-130298,16742,-24551,32845,-13544,165407,-49314,-40282,355396
1883,-150737,16742,-24551,32891,-14566,165407,-60111,-19435,356589
1884,-156179,20811,-24551,32894,-14188,165407,-76791,-20619,351144
1885,-137907,26415,-24551,32850,-14400,165407,-82723,-58181,342659
1886,-108348,26397,-24551,32919,-14390,165407,-43247,-91354,342663
1887,-81135,26397,-24551,32873,-11127,165407,6252,-101953,338497
1888,-49337,26397,-24551,32810,-9518,165407,60454,-82893,336424
1889,-23153,26397,-24551,32810,-9491,165407,90845,-47693,336388
1890,4007,26397,-24551,32810,-9372,165407,102631,-860,336234
1891,36528,26397,-24551,32964,-8481,165407,86797,55204,335052
1892,78075,26397,-24551,33420,-8494,165407,28443,98861,335012
1893,110095,26397,-24551,35758,-8494,165407,-27882,99073,334701
1894,117011,26452,-24551,35845,-8485,165407,-39695,95182,334579
1895,134090,26452,-24551,35764,2365,165407,-74286,73526,320717
1896,129282,14909,-24551,33873,33633,165407,-58444,27079,296256
1897,129393,-2939,-24593,26763,7663,165355,-2592,-5453,339797
1898,129465,6784,-24547,26548,-6082,165355,-13799,23541,354930
1899,129513,19667,-24602,15428,-34302,165355,-24957,51703,380959
1900,129513,37173,-49179,11753,-18123,163522,-63153,85635,470534
1901,115832,39338,-52061,13066,-11531,164044,-47602,107764,473150
1902,96070,39338,-52061,14908,-11479,164044,-7826,117652,472945
1903,81396,39338,-52061,14826,-11462,164044,22203,115813,472929
1904,61842,39276,-52005,14836,-12784,164044,59552,100336,474507
1905,36187,39276,-52005,14859,-12638,164104,97186,64771,474312
1906,15797,39330,-52005,14838,-12637,164104,113978,26948,474203
1907,3485,39330,-52005,14880,-12590,164104,117141,2032,474137
1908,-29675,39330,-52005,14891,-13020,164104,98792,-62358,474704
1909,-60513,39330,-51957,14901,-13890,164053,52269,-103851,475586
1910,-65393,39970,-51957,15172,-14406,164053,44435,-111255,474914
1911,-62505,76555,-84887,17563,-1537,164053,137279,-265367,509085
1912,-72792,71390,-85185,12733,27419,164053,87628,-251726,491880
1913,-75699,71390,-85185,24576,26142,164053,81819,-253470,496352
1914,-103582,71390,-85185,22021,26197,164053,-47834,-262138,495601
1915,-85151,71390,-85185,21710,25757,164053,37074,-263979,496175
1916,-43129,71390,-85185,18736,25785,164053,203106,-172839,495461
1917,572,71390,-85185,14337,24460,164053,266814,11995,496677
1918,28743,71263,-85185,14727,22946,164053,229142,135965,499659
1919,69460,71263,-85185,8081,23210,164053,88789,251350,498475
1920,96104,71263,-85185,7631,23210,164309,-33082,264518,498438
1921,122298,71263,-85185,7642,23210,164309,-146451,222747,498439
1922,127329,71263,-85185,7224,23488,164284,-165241,209153,497970
1923,110104,71263,-85185,1686,23146,164053,-92644,250032,498254
1924,65541,71263,-85133,1685,16777,164046,109811,243289,508069
1925,25718,71263,-85133,1685,15848,164046,240104,116459,509542
1926,-15294,72449,-85133,1270,14249,164046,265088,-71977,506466
1927,-56994,76962,-85133,1231,13212,165840,165983,-254718,485308
1928,-79223,76962,-85133,1233,13372,165640,57291,-298579,485055
1929,-105033,77027,-85133,1109,13318,165579,-78572,-294125,484792
1930,-128508,77152,-85133,-699,55755,165348,-175691,-219336,422867
1931,-127751,89200,-85133,10676,67568,165348,-184248,-263398,349895
1932,-104937,96761,-85133,12244,66644,165421,-72994,-342343,306528
1933,-82201,96761,-85133,12480,66644,165421,65321,-343915,306601
1934,-56399,96761,-85133,22385,69154,165421,218601,-270488,309943
1935,-31907,96761,-85133,23633,66187,165421,315493,-157121,311787
1936,-124,96761,-85133,23633,58642,165626,362065,30366,315609
1937,24388,96696,-85133,25125,57053,165626,318253,179892,317814
1938,54347,96696,-85133,29016,54576,165670,185184,319878,321706
1939,83393,96652,-85133,14098,61791,165620,21620,356449,310251
1940,105643,96591,-85133,3826,74724,166510,-96338,322311,303018
1941,120363,96591,-85187,13519,73561,166510,-188716,281765,305781
1942,118216,96643,-85187,-3374,61961,166510,-164208,316035,308211
1943,99534,96643,-85187,-3402,59280,166510,-55061,355834,309867
1944,81000,96643,-85187,-3673,61190,166510,60929,352059,308693
1945,68957,96591,-85187,-3793,66776,166510,130379,323492,306062
1946,51139,96591,-85187,-3846,66897,166510,223062,267885,306012
1947,22633,96591,-85187,-3671,66676,166510,324076,129322,306097
1948,-3380,96591,-85187,-3829,66676,166510,347951,-26145,306112
1949,-31979,96591,-85187,-3829,65931,166510,293958,-190081,306462
1950,-59435,96591,-85187,447,66029,165373,178457,-300909,306233
1951,-87417,96591,-85187,401,65946,165373,16349,-349592,306273
1952,-103154,96591,-85104,-1161,74717,165373,-78263,-327061,302709
1953,-103154,96591,-117738,-661,74992,165373,-79736,-336721,460828
1954,-104025,96605,-128840,3602,54933,165373,-78771,-334642,540769
1955,-86872,96605,-128840,9374,54043,165373,30731,-342503,542786
1956,-62763,96605,-128840,10277,54452,165373,168888,-299239,542327
1957,-41896,96605,-128840,12152,54452,165373,266983,-216010,542702
1958,-743,96605,-128840,12207,54452,165373,343235,11205,542714
1959,24679,96605,-128840,17026,54459,165373,301806,162544,543955
1960,52237,96605,-128840,14249,54472,165373,195445,282076,543165
1961,79772,96605,-128004,14246,54510,165373,43268,342499,539127
1962,110431,96605,-128004,2764,54977,165373,-124082,322798,536659
1963,127141,96819,-128004,-943,56678,165373,-208208,276955,532759
1964,130714,105247,-128004,-13331,75069,165373,-234947,304095,456757
1965,119578,107702,-128004,-18055,75069,165373,-172192,358592,441782
1966,102171,110690,-128004,-18058,75025,165373,-60439,409451,420707
1967,79838,113536,-128004,-15079,75025,165373,97967,416951,398608
1968,59208,115818,-128004,-17200,73317,165373,247565,365076,383672
1969,30895,115818,-128004,-18383,66828,165373,398365,207625,390241
1970,10342,115646,-128004,-11251,66828,165373,444087,64452,389041
1971,-12543,115646,-128004,11907,66588,165373,441708,-80622,389470
1972,-35885,115749,-128004,11902,66646,165373,373944,-249279,388600
1973,-58307,115749,-128004,13792,67105,165373,252546,-370990,388722
1974,-81760,101463,-128056,13450,74987,165373,71952,-354218,481723
1975,-86777,81093,-128056,7320,75096,165196,23257,-213736,583702
1976,-105460,79008,-128056,2752,75096,165408,-48790,-192253,590845
1977,-105361,67939,-128523,3934,75096,165408,-21278,-100537,621915
1978,-105344,68294,-129821,21509,75096,165408,5825,-100615,627286
1979,-66423,81274,-129655,30870,74818,165408,122071,-167060,596522
1980,-64527,82618,-129717,97363,74967,165408,140741,-92773,644928
1981,-47161,87007,-129822,103903,74854,165408,182336,-71237,639387
1982,-14539,90875,-129822,103903,74847,165408,225318,29646,626329
1983,21378,90740,-129822,103903,74616,165408,164258,155765,627056
1984,48166,90740,-129822,103903,74171,165408,76916,213342,627497
1985,83194,90740,-129822,103903,74186,165408,-59479,218830,627481
1986,112968,90740,-129822,103903,73741,165408,-160323,160959,627920
1987,121430,90740,-129822,103903,73611,165408,-182293,135775,628048
1988,107759,90740,-129822,90168,-4820,165408,-75750,261576,658185
1989,82373,90492,-129822,71833,-54747,165681,100027,215024,649286
1990,42629,90152,-129822,72075,-59996,165681,210820,92149,646456
1991,1819,90205,-129822,72024,-60054,166518,220158,-68047,646256
1992,-38580,90316,-129822,75452,-59998,166518,126087,-198162,642647
1993,-81162,93232,-129651,103070,-41721,166518,-14057,-293580,619813
1994,-86519,127221,-129587,104198,-26846,166518,-7634,-530671,378901
1995,-86437,128885,-129587,104165,-26993,166518,-6646,-537785,363387
1996,-85302,130112,-129587,103871,-11074,166518,28054,-548637,358385
1997,-91727,142862,-127953,69928,18074,166518,8938,-583304,216808
1998,-99455,142976,-127953,29866,55054,166518,-51989,-538295,167481
