,joint1,joint2,joint3,joint4,joint5,joint6,X_axis,Y_axis,Z_axis
732,18740,25312,-14262,0,30892,26374,81066,27503,219361
733,45250,25634,-14262,3202,27683,25692,61123,65005,223193
734,70064,25894,-14262,1300,18002,7634,32517,91524,235989
735,98659,25898,-14262,1706,17394,11702,-15486,96299,236867
736,127439,25898,-14262,-6982,23729,13403,-52981,76522,228181
737,145477,25898,-14150,11320,43561,13403,-66845,31038,204610
738,147328,27078,-14478,11740,36352,13856,-75986,35690,212490
739,114362,62438,-51311,2484,35295,13856,-94247,202606,326140
740,97073,97373,-75751,-1322,9022,13856,-49315,400076,308074
741,94334,100957,-77685,-716,9608,13853,-31326,415818,292626
742,63950,100957,-77685,-645,20193,13853,179407,366229,278575
743,56396,107068,-77685,0,20118,13853,233627,351593,234362
744,51226,107604,-77685,0,-12060,14902,280291,348941,274543
745,51226,108414,-74788,1984,-54661,14902,276421,340017,317817
746,44336,111844,-74788,15573,-54435,16431,334160,298728,288662
747,32925,111844,-74838,32529,-59317,16267,391802,203576,287854
748,28844,111844,-74838,33261,-59423,16267,405397,174221,287531
749,8245,111844,-74838,33077,-59929,17268,440444,20399,288303
750,-8565,111844,-74838,32953,-59024,17268,428366,-107442,287206
751,-16007,111844,-74838,40402,-59048,17268,405494,-168951,282102
752,-41283,111844,-74838,41570,-58834,17268,293534,-326484,280951
753,-43871,111844,-74838,39530,-58622,17268,280843,-338586,282213
754,-67648,111844,-74838,24935,-58617,17268,138062,-421891,291134
755,-90780,111844,-74838,24904,-59185,17268,-38936,-441786,291916
756,-114534,111844,-74838,14564,-59036,17268,-204275,-395723,295738
757,-125448,111844,-74838,11889,-59086,17268,-271370,-353439,296518
758,-132703,111844,-74942,11762,-58135,17268,-314162,-317179,295769
759,-132514,111231,-119625,-1350,-6555,17268,-312445,-341157,482777
760,-113071,111539,-119570,-1110,2079,17268,-183557,-430771,466765
761,-99416,111539,-119570,13552,2208,17268,-75802,-462091,466657
762,-82846,111539,-119570,11791,1279,17268,58691,-464295,468051
763,-60643,111539,-119570,11791,1346,17268,229816,-407699,467949
764,-42962,109597,-119570,11540,-3124,17268,331672,-310235,490300
765,-20029,109341,-119570,6785,-4235,17268,424317,-155528,494041
766,-707,109341,-119570,6842,-4235,17268,451878,-6377,494040
767,8302,109341,-119570,9304,-4235,17268,447354,64180,494001
768,38006,109341,-119570,3658,-4679,17268,356187,277745,494735
769,48181,109341,-119570,1226,-4679,17268,301280,336509,494748
770,64883,109341,-119570,1360,-4679,17268,191876,408891,494748
771,82024,109423,-119570,1479,-4679,17268,62935,447801,494103
772,82591,130578,-119450,-7295,5471,17268,72498,549055,289251
773,82705,135618,-119450,-16026,55460,17268,86013,508942,185267
774,74349,135618,-119450,-16522,55638,17268,159639,490645,185340
775,61345,135554,-119450,-16135,55638,17268,265477,442288,185773
776,53523,135554,-119450,-16099,55622,17268,323173,402089,185770
777,34138,135554,-119450,-16138,55622,17268,438341,271990,185784
778,24609,135554,-119450,-16502,58901,17268,473486,192531,184109
779,7903,135554,-119450,-15979,58788,17268,508878,49010,183972
780,-14042,135554,-119450,-16349,56677,17268,493371,-145466,185249
781,-22209,135554,-119450,-16184,53975,17268,471654,-214724,186810
782,-43512,135554,-119450,-16162,52682,17268,363005,-372408,187641
783,-59075,135554,-119450,-16146,38565,17268,263073,-469841,199299
784,-76316,135554,-119450,-16195,38101,17268,112245,-527216,199769
785,-76220,135627,-119450,-16165,35622,17268,114721,-529724,201590
786,-76234,157082,-119500,-11123,-22264,17268,146240,-568988,64080
787,-76234,157082,-119500,-10248,-55984,17268,151312,-561245,116053
788,-86415,157082,-119500,-10348,-68518,17268,50896,-569132,133170
789,-94479,157082,-119500,-10485,-68099,17268,-29325,-571026,132603
790,-100141,157082,-119500,-9737,-68099,17268,-86608,-565258,132766
791,-97285,156969,-136812,-9548,-40322,17268,-67021,-601271,191528
792,-95926,156777,-146030,-7719,-12857,17268,-60970,-613696,206739
793,-76887,156777,-146030,-7717,-13152,17268,142609,-599941,207199
794,-70529,156777,-146030,-7696,-13201,17268,208159,-580452,207277
795,-71626,136646,-146030,-15051,6596,17268,173733,-531675,385077
796,-72177,112737,-146096,-33177,9456,17268,116437,-388903,587282
797,-72177,107901,-146096,-33236,6877,17268,105535,-347775,622725
798,-72177,94733,-146096,-33781,6897,17268,67659,-230306,692382
799,-72229,94733,-146096,-33663,8589,17268,66569,-232387,690846
800,-92875,94893,-145837,-33148,11887,17268,-22659,-246785,686126
801,-97515,95931,-145837,-33148,11834,17268,-43828,-254178,681601
802,-119178,95931,-145837,-33148,12479,17268,-135311,-220273,680942
803,-141767,95968,-145837,-33148,13273,17268,-210778,-151515,679951
804,-151239,96692,-145837,-32768,11915,17268,-237419,-118706,678007
805,-154638,97673,-145837,-25595,14610,17268,-255500,-110133,669657
806,-111388,97673,-145837,-25648,14610,17268,-110651,-255269,669662
807,-91001,97673,-145837,-25606,14418,17268,-14650,-277666,669879
808,-67556,97673,-145837,-17488,14413,17268,100153,-260299,669178
809,-61185,97673,-145837,-16766,14466,17268,128696,-247559,669064
810,-27889,97673,-145837,-5808,14440,17268,246041,-132814,668587
811,15517,97781,-145837,-2961,14440,17268,270766,73961,668009
812,35907,97890,-145837,2222,14440,17268,227681,165947,667462
813,53596,103424,-145837,5798,15521,17268,196098,270094,636383
814,85101,112566,-145725,7768,15990,17268,31777,410508,575700
815,94195,113578,-145725,7921,15961,17268,-34137,418251,568410
816,105340,113888,-145725,10816,15961,17268,-116146,405635,566297
817,126840,113888,-145725,14849,15902,17268,-257928,333611,566695
818,140873,116205,-145725,14742,11836,17268,-342071,272129,555145
819,151971,117601,-145725,14746,11236,17268,-396828,206134,545229
820,131126,131455,-145725,9194,2282,17268,-350568,400615,439241
821,124154,131455,-145725,9194,2159,17268,-299293,440175,439424
822,96184,131519,-145725,9231,0,17268,-57265,528497,442044
823,73663,131519,-145725,9231,0,17268,149521,510129,442044
824,60938,131519,-145725,9231,-3487,17268,258046,462520,447149
825,49461,131519,-145725,9231,-4822,17268,344633,401075,449069
826,18082,131519,-145725,10789,-14548,17268,497022,157782,462289
827,4937,131566,-145725,10812,-14125,17268,520515,40786,461310
828,-10556,131632,-145725,7267,-13917,17268,513240,-98459,460639
829,-25594,131632,-145725,9464,-7338,17268,475149,-229720,451586
830,-39379,131632,-145725,1256,-5106,17268,408957,-335911,448529
831,-51255,131632,-145725,3852,-5301,17268,330703,-413025,448796
832,-72799,131632,-145725,2788,-5115,17268,156127,-505671,448536
833,-72799,141592,-145122,-9172,23816,17268,165242,-553589,303606
834,-72799,150818,-145122,16701,23175,17268,187149,-569746,210623
835,-72747,151619,-145122,44736,24446,17268,203313,-565292,209797
836,-75915,158272,-145122,15095,12653,17268,154243,-593428,146276
837,-81365,160794,-145122,-8514,9531,17268,90168,-608657,123366
838,-94128,160794,-145122,-10317,2900,17268,-45336,-616673,133348
839,-97922,165435,-145122,-13704,-16173,16912,-79712,-616381,112320
840,-68369,166320,-145122,-13761,-17460,16214,235028,-575066,104710
841,-56749,166697,-145122,-13774,-17927,16214,346101,-515717,101339
842,-33849,166697,-145122,-13781,-17945,16627,519503,-340390,101365
843,-32525,157582,-145290,-13701,-17592,17477,523495,-326105,200497
844,-12597,154968,-145169,-5697,-9520,17245,600132,-132587,215869
845,-6530,161065,-145113,-3697,-8358,17245,616974,-69766,147940
846,-6419,166779,-145113,-3680,-6743,17245,616089,-68627,83464
847,-3706,152426,-145184,-3633,-5453,17245,609223,-38914,236749
848,1518,149920,-145184,-3805,9869,15757,603899,14968,239138
849,12305,150434,-145118,-1306,4284,15757,592353,129049,242082
850,30362,150434,-145118,-1180,-5560,16038,522928,306554,257696
851,32898,160768,-145118,-3933,-4405,15484,520572,337318,144935
852,35614,165853,-145118,-7967,-18612,15160,502819,365132,112056
853,55690,165853,-145118,-8813,-18756,14896,346537,515779,112222
854,59730,157693,-145175,-8776,-18674,14937,306976,534799,200740
855,69807,151074,-145175,-8808,-20114,16857,203583,567430,273441
856,83529,151074,-145175,-8860,-20122,16857,63143,599526,273449
857,90528,151074,-145175,-8816,-20122,16223,-10362,602753,273452
858,105316,150880,-145175,-8816,-20122,16223,-163727,579649,275492
859,105557,124538,-145175,-5559,-1890,16275,-131280,470509,504105
860,105557,125450,-145124,0,40521,17552,-134488,483079,430470
861,105499,126410,-145124,0,42195,17495,-135118,487226,419167
862,105331,126401,-145124,1780,72330,17495,-129385,461740,380183
863,89153,126401,-145124,1256,72427,17495,5183,479385,380061
864,76945,126401,-145124,1316,72427,17549,106349,467468,380063
865,57195,126401,-145124,1216,72427,17549,258184,403953,380060
866,36434,126401,-145124,1098,72427,17549,384715,286063,380057
867,26656,126455,-145124,-644,70978,17549,430640,215101,381130
868,17380,126455,-145124,0,71023,17549,459345,143777,381077
869,-5367,126455,-145124,0,70959,17498,479286,-45027,381146
870,-12607,126455,-145124,6580,67710,17498,475278,-96415,385259
871,-27318,126455,-145124,7175,71958,17270,431380,-210660,380700
872,-52776,126455,-145124,7074,72488,17270,298469,-375209,380128
873,-67903,126455,-145124,7249,72437,17270,190466,-440045,380211
874,-73260,126455,-145124,7464,72448,17270,148857,-455782,380238
875,-72778,136911,-145013,10183,74308,17270,167373,-487665,287591
876,-75286,142403,-145013,10208,73657,17270,149501,-508390,237925
877,-87175,142403,-145013,10251,73657,17270,41622,-528279,237937
878,-103839,142403,-145013,10167,73657,17270,-111740,-518001,237914
879,-110662,142403,-145013,10203,73657,17270,-172433,-501076,237924
880,-116779,142403,-145013,10164,73657,17270,-224897,-479825,237913
881,-106641,142403,-145013,9750,73839,17270,-137440,-511506,237690
882,-85553,142456,-145013,16616,74117,17270,65951,-525295,239397
883,-59833,142404,-145013,17251,66096,17270,292691,-454470,245836
884,-38156,142404,-145013,11623,62250,17270,438869,-324178,247127
885,-10156,142404,-145013,12699,62057,17270,540150,-78809,247618
886,-577,142404,-145013,13891,60418,17270,547797,13484,249507
887,22167,142404,-145013,7999,58701,17270,505250,217541,249642
888,43155,142458,-145013,-2639,58701,17270,403812,373711,248464
889,61368,142458,-145013,-3131,58497,17270,267473,481103,248701
890,69131,142458,-145013,-756,58735,17270,196936,513705,248355
891,83318,142458,-145013,-795,58725,17270,65089,546310,248366
892,95795,142458,-145013,-1281,59530,17270,-53708,546540,247584
893,106726,142458,-145013,3032,59274,17270,-162106,525038,247924
894,106554,142458,-144828,6125,74950,17270,-159414,503377,234831
895,99714,147318,-143975,2184,74266,17270,-93689,527491,185464
896,90512,149935,-143975,-1299,72270,17270,-2871,541076,161753
897,83724,149935,-143975,-815,74760,17270,60590,533844,160681
898,75474,150784,-143975,-846,74760,17270,136134,520255,152713
899,59710,151567,-143975,-656,74760,17270,272281,464157,145365
900,42695,151567,-143975,-1321,74591,17270,397071,363593,145442
901,36121,151567,-143975,-1306,73930,17270,436895,316368,145680
902,24347,151567,-143975,2777,72421,17312,491823,227170,146349
903,2038,151567,-143975,2789,70649,17312,543951,23541,147118
904,-2885,151567,-143975,7839,70535,17312,544547,-15725,147870
905,-19001,151567,-143975,7748,69227,17259,520578,-167130,148471
906,-41187,151567,-143975,14499,69227,17259,425464,-343994,150402
907,-53321,151567,-143975,9131,69214,17315,337364,-430356,148778
908,-61395,148305,-144051,9089,68381,17315,272955,-472620,180686
909,-80928,148728,-144051,9292,67597,17315,99686,-538190,177174
910,-86902,151070,-144051,8704,62857,17273,42268,-554393,157510
911,-86504,159512,-144051,8878,47949,17273,45550,-574728,85062
912,-86504,159599,-144051,9307,-15834,17273,33741,-618326,169039
913,-86504,159644,-144051,10399,-48675,17273,24272,-599767,215591
914,-73827,159644,-144051,10220,-48221,17273,155712,-580170,215066
915,-62732,159644,-144051,11916,-48169,17273,262695,-540242,214623
916,-47386,159644,-144051,11973,-48430,17273,396039,-451351,214932
917,-26481,159644,-144051,11912,-48430,17273,531708,-279021,214948
918,-16670,159644,-144051,11956,-48430,17273,571030,-185714,214936
919,-4707,159644,-144051,11867,-48232,17273,597331,-63197,214712
920,7961,159644,-144051,-1350,-48232,17273,594754,84791,216120
921,33075,159644,-144051,-731,-47758,17273,503329,328836,215535
922,40988,159644,-144051,-1495,-47758,17273,452673,395675,215517
923,57978,159644,-144051,-2186,-48198,17273,316367,510754,216048
924,77282,159644,-144051,4155,-48421,17273,137021,584733,216201
925,87191,159644,-144051,4888,-48421,17273,35221,599534,216133
926,104624,159579,-144051,1650,-48421,17273,-149717,581514,217025
927,104558,135661,-144051,1198,-46296,17273,-127802,497581,450765
928,105758,132057,-144051,-2647,-12655,17273,-144903,510111,446137
929,111854,132177,-144051,-2791,9122,17273,-201088,503261,412480
930,105901,137527,-144051,-3238,6501,17273,-154598,544798,364841
931,89093,137527,-144051,-3179,1801,17273,9098,565281,372230
932,80014,137527,-144051,-3255,1758,17273,98183,556751,372298
933,65247,137527,-144051,-3097,-14488,17273,232289,506748,396736
934,49950,137527,-144051,6878,-14540,17273,360777,424954,396682
935,38071,137527,-144051,13949,-15774,17273,441915,338572,397879
936,17633,137527,-144051,14646,-15751,17273,532438,162692,397774
937,3627,137527,-144051,14908,-14955,17273,556539,29227,396659
938,-23006,137527,-144051,15288,-14955,17273,510534,-223508,396620
939,-47297,137459,-144051,15482,-23095,17273,366321,-410996,407941
940,-64261,137459,-144051,17414,-20053,17273,231800,-502316,403765
941,-78574,137459,-144051,17796,-11135,17273,105561,-549465,391756
942,-88901,137459,-144051,17648,-11085,17273,5419,-559513,391700
943,-95445,137459,-144051,16543,-8984,17273,-57236,-557783,388828
944,-91592,137514,-144051,15157,55514,17273,4582,-540907,296334
945,-78970,137514,-144051,14690,59586,17273,122065,-522221,291801
946,-46215,137551,-144051,17762,59586,17273,388032,-370254,292607
947,-34352,137551,-144051,21169,59586,17273,458084,-278773,294130
948,-15143,137551,-144051,26566,59326,17273,525765,-106030,297315
949,5139,137551,-144051,31065,59028,17273,529215,88027,300502
950,17623,137551,-144051,32549,53973,17273,503217,201399,306539
951,26862,137855,-144051,33790,52416,17273,466355,281164,306114
952,40421,137855,-144051,35581,30701,17273,409624,384391,332253
953,53065,137862,-144051,35670,30420,17273,315791,464776,332577
954,62156,137912,-144051,35630,30476,17273,238438,508982,331998
955,62933,137912,-144051,36058,30517,17273,231214,512252,332146
956,78178,137912,-144051,23320,-7612,17273,120125,550654,381942
957,78071,137912,-144051,23352,-5104,17273,119859,551862,378458
958,77862,112819,-144051,22940,38685,19178,66602,416151,534951
959,77862,88331,-116681,11705,73336,20117,45037,293537,505657
960,77862,79669,-81895,8668,72598,20549,44206,267798,379353
961,77956,78712,-62042,5680,65054,21607,44916,249677,290132
962,77956,78775,-48280,4218,52728,22953,44307,233213,230516
963,71814,78775,-47971,-2341,52984,22953,76447,223201,228946
964,56069,78775,-47971,-301,54112,22953,131005,194039,228561
965,30761,78775,-47971,-1726,55929,25278,199909,116346,228131
966,13141,78775,-47971,-2075,54461,25278,228091,50498,228509
967,-5947,78775,-48262,-10910,45659,25278,245900,-38005,234280
968,-6024,78775,-48627,-30026,33747,25278,264944,-53340,249050
969,-5951,78775,-48627,10900,35618,26565,263661,-17410,242309
970,-5951,78775,-48627,11793,35482,26565,263996,-16667,242559
971,-36557,78775,-48627,11625,45583,26565,208450,-138264,236158
972,-36782,78725,-48627,12158,45269,26565,208553,-138919,236650
973,-60745,78725,-48627,19631,38914,26565,143966,-217721,242256
974,-83615,78725,-48627,13787,37850,26565,42257,-257994,241459
975,-103310,78779,-48627,7179,37850,26565,-53232,-255309,240152
976,-117231,78779,-48627,7676,37697,26565,-112797,-235429,240318
977,-135749,78779,-48627,6812,37683,26565,-182296,-186797,240232
978,-153354,78779,-48627,9812,37683,26565,-229123,-125568,240613
979,-112382,78779,-48627,10944,37683,26565,-89693,-245531,240792
980,-92130,78779,-48627,18171,38498,26565,7957,-261278,241851
981,-92130,78086,-48634,17948,74660,26565,19434,-205031,237542
982,-88289,78086,-48634,36323,72241,26565,57675,-211548,248456
983,-68995,78086,-48634,41430,57040,28918,132543,-204246,250900
984,-61486,78137,-48634,12174,15999,28918,141374,-249152,264723
985,-39534,78137,-48634,13285,15492,28918,224882,-178363,265416
986,-26331,78137,-48568,13231,15974,28918,259156,-121865,264492
987,-23485,77387,-48585,51173,74575,29657,223718,-22695,265844
988,-23485,74094,-48585,102149,74465,46219,246537,-13668,346651
989,-23376,74054,-48644,103918,73921,48409,247683,-14600,349218
990,-20516,73605,-48644,103863,74075,48409,246239,-1433,351057
991,5027,73605,-48644,103863,73968,48409,222942,104855,350991
992,34922,73605,-48644,103863,73721,48409,141361,202129,350838
993,47462,73484,-48644,103915,74400,48409,92952,227145,351817
994,60288,73484,-48644,103915,74354,48409,40256,242158,351789
995,77547,73484,-48644,103915,74354,48409,-33402,243198,351789
996,84920,73484,-48644,103915,73970,48409,-64125,237424,351552
997,79289,73484,-48644,103915,71336,48409,-37776,246071,349915
998,67799,73484,-48644,103915,70176,48409,12258,249952,349187
999,39647,73484,-48644,103915,68699,48409,130786,215260,348255
1000,39217,70098,-48644,103915,54938,55218,141826,209062,354105
1001,39217,66317,-50373,103915,58498,58610,124759,199020,380390
1002,10416,76378,-61856,103915,74501,57794,229890,128804,403521
1003,514,76378,-61856,103915,73196,61366,250559,86811,403055
1004,-19063,76378,-61856,103864,69990,64530,269091,-5155,401802
1005,-19115,79940,-61856,103864,69936,65291,285050,-10961,385331
1006,-49922,79879,-61856,103909,61448,65291,242418,-167598,381621
1007,-67286,79936,-61856,103909,61585,65381,181475,-232339,381406
1008,-83913,79950,-61856,103909,50834,65381,99669,-288803,375904
1009,-112355,79952,-61856,103909,56153,65373,-42991,-297415,378608
1010,-127265,79898,-61856,103909,73232,65373,-94966,-264495,387101
1011,-136233,79898,-61856,103909,64515,66457,-147264,-251471,383022
1012,-136117,79949,-61856,103233,-22014,66457,-252449,-196723,345692
1013,-135693,79886,-61856,102203,-75348,66457,-243187,-117146,349274
1014,-130071,79887,-61856,102463,-74938,66457,-230724,-140979,348857
1015,-99089,79887,-61856,102493,-74915,66457,-125217,-239665,348808
1016,-79622,79843,-61856,102263,-74915,66457,-38278,-267612,349342
1017,-43900,78786,-61856,102067,-74492,66810,122710,-237097,354219
1018,-24172,76592,-61856,102155,-74552,66593,187194,-178005,363613
1019,-6483,73086,-61856,102485,-74645,66662,217172,-110907,377577
1020,10684,72906,-61856,102492,-74184,66419,240099,-41689,378253
1021,32948,72906,-61856,102268,-74050,66419,238206,52500,378577
1022,38162,73015,-61856,102529,-65796,66419,239732,85345,377405
1023,68031,73015,-61856,102538,-65543,66419,165368,193802,377388
1024,93382,73015,-61856,102481,-65525,66419,66467,245979,377468
1025,109775,73015,-61856,102481,-65543,66419,-5633,254718,377468
1026,126732,73015,-61856,102532,-64071,66632,-81737,243107,377384
1027,151485,73015,-61856,102562,-64026,66632,-176091,186539,377342
1028,153418,78536,-55409,104020,-65281,66408,-193740,186616,319445
1029,153418,79479,-18452,102572,-66751,66408,-97361,139966,172082
1030,153361,81446,-12985,103768,-75077,66408,-68615,129963,163181
1031,123504,81444,-12985,104203,-74953,66408,5284,146352,162732
1032,103778,87214,-6199,104121,-75065,66408,61000,109263,141000
1033,91746,87168,-6199,104046,-75065,66408,82463,94240,141101
1034,62451,87220,-6199,103391,-75065,66408,118687,42583,141254
1035,36887,87034,-6787,103853,-74597,66408,127009,-11181,141415
1036,8552,87034,-6836,104065,-74597,66408,106396,-70056,141395
1037,-7902,81339,-6785,103922,-74776,66408,79761,-97116,150950
1038,-23359,81342,-6785,104077,-74565,66408,50976,-114697,150569
1039,-44792,81380,-6785,103476,-74559,66408,5996,-126152,150811
1040,-69602,81380,-6785,102976,-74549,66408,-47405,-117746,151058
1041,-86786,81328,-6785,102890,-74570,66408,-80110,-98567,151217
1042,-101991,81386,-6785,88057,-75124,66408,-109883,-94328,159893
1043,-104784,81386,-6785,66053,-75124,66408,-114836,-120127,171181
1044,-104784,81422,-6365,-9085,-75116,66408,-35525,-189023,187434
1045,-104718,81422,-6365,-51999,-75116,66408,26100,-173415,176281
1046,-104718,81422,-6365,-52625,-74999,66408,26804,-172896,175844
1047,-67279,81447,-6365,-36824,-74574,66408,116672,-142506,180906
1048,-35982,81447,-6365,-36916,-74286,66408,173729,-61117,180429
1049,-26573,81447,-6365,-38013,-74605,66408,181100,-30169,180577
1050,7269,81447,-6365,-31803,-74556,66408,173286,68706,182354
1051,7269,81447,-6365,-31803,-74556,66408,173286,68706,182354
1052,42308,81447,-6365,-19173,-75153,66408,119810,148115,186124
1053,44159,81447,-6365,-19098,-75124,66408,115070,151855,186090
1054,64954,81447,-6365,-18686,-75124,66408,54283,182737,186159
1055,83894,81447,-6365,-18060,-74970,66408,-7005,190671,186020
1056,112734,81447,-6365,-14828,-75146,66408,-94243,166665,186776
1057,143879,81447,-6365,-14836,-74603,66618,-166893,93981,185918
1058,153354,81447,-6365,-20852,-75143,66618,-181607,56091,185807
1059,153354,81447,-6416,11743,-75143,66452,-163007,101817,187317
1060,134460,81447,-6364,30125,-75143,66452,-95770,160618,183719
1061,125885,81555,-26732,29767,-75143,66452,-110368,227051,262032
1062,125968,81620,-41761,30375,-43134,67887,-151038,261688,288820
1063,125968,81620,-41761,29877,-20852,67887,-163830,253224,257172
1064,106399,81565,-41761,29739,-25453,67943,-66660,295222,263922
1065,97475,81616,-41761,29863,-13924,67943,-28040,297541,247850
1066,67907,81559,-41761,29903,-18564,67943,126339,272852,254352
1067,61999,81613,-41761,30640,-4918,67943,141328,257324,236455
1068,39640,81551,-41761,29767,11759,69428,209066,185162,218936
1069,38759,81551,-41761,30132,13807,69429,209172,181918,217142
1070,11265,81602,-41761,30127,12916,69429,270679,64327,217685
1071,-14065,81602,-40925,29690,16589,70254,266114,-53404,210427
1072,-13938,81602,-40925,30160,30257,70254,252228,-38863,201577
1073,-13938,81602,-40925,30101,28748,70254,253904,-40398,202335
1074,-36292,83401,-40925,30075,26330,70254,222921,-138609,195504
1075,-40727,83401,-40925,30064,46215,70254,198518,-127488,189412
1076,-63025,83355,-40925,4307,38548,70254,112782,-212198,184862
1077,-70644,83355,-40925,4233,39370,70254,83229,-224079,184553
1078,-96832,83786,-40925,4233,36840,70254,-24949,-242100,183717
1079,-99283,86784,-40925,5058,38484,70254,-34383,-241293,170443
1080,-99105,86784,-40925,6758,38484,70254,-32000,-241775,170574
1081,-112765,86784,-40925,1478,20484,70254,-103857,-249612,179862
1082,-112765,86784,-40925,1720,-41293,70254,-124593,-292242,260376
1083,-93930,86784,-40925,2788,-41790,70254,-24719,-316700,261132
1084,-81831,86784,-40925,2831,-41567,70305,42178,-314854,260777
1085,-70403,86784,-40925,2754,-49231,70305,103092,-299455,272897
1086,-70403,86784,-40925,2696,-49040,70305,103182,-299472,272599
1087,-70403,86784,-40925,2776,-48767,70305,103124,-299554,272166
1088,-51882,86784,-40925,-2849,-48372,70305,198259,-247209,271542
1089,-49840,86784,-40925,-3496,-75140,70305,198732,-227186,310839
1090,-41184,86732,-40925,-2635,-65056,70305,235423,-200944,297223
1091,-32575,86732,-40925,-3200,-65002,70305,263294,-162758,297114
1092,-25737,86786,-40586,-3738,-56605,70305,284516,-131659,282550
1093,-26101,86786,-40530,6371,-55471,70305,277959,-145446,280298
1094,-44685,86786,-40530,12332,-49067,70305,213494,-231813,269475
1095,-58526,100179,-40093,18304,-42799,70305,158750,-296517,179953
1096,-72342,107625,-40093,17180,-56850,70305,83197,-335556,157549
1097,-85578,107625,-40093,13376,-69008,70305,7060,-346306,177328
1098,-102619,107625,-40093,14655,-68920,70305,-96430,-332392,176978
1099,-102503,107508,-47292,14655,-68172,70305,-100950,-356510,207037
1100,-102503,107559,-70542,14261,-57531,70305,-110934,-412895,303491
1101,-79604,107610,-70259,9259,-57336,70305,65057,-422962,302477
1102,-77908,107560,-88411,6895,-35063,70305,89262,-446631,372738
1103,-75592,107556,-97225,4254,-17869,70305,113071,-448473,398882
1104,-54430,107556,-97225,4295,-17894,70305,267324,-377416,398918
1105,-54506,107608,-97124,1237,29872,70305,260842,-364078,325418
1106,-53796,107608,-97124,1654,33700,70305,263689,-357775,320947
1107,-11104,107608,-97124,1720,33434,71154,436677,-84174,321277
1108,-4685,112359,-97066,7209,21980,71299,469521,-34195,297993
1109,-4685,114787,-97118,7303,47359,71299,447669,-28155,251361
1110,-4685,113160,-97269,7272,74612,70439,403758,-21950,251649
1111,-10768,113160,-97868,6244,70537,70501,406276,-67767,254956
1112,-14456,100364,-91909,6842,74690,72797,350353,-79526,312248
1113,-11849,91859,-89858,7453,74782,72797,320797,-55666,353379
1114,15245,91859,-89858,7112,69290,72797,319028,97872,356412
1115,42246,91964,-89858,5886,67847,72797,242962,232345,356530
1116,52450,91964,-89858,5357,69606,72797,196949,269278,355315
1117,67791,91964,-89858,469,74858,72797,122454,301845,352003
1118,88931,91964,-89789,4838,71655,72797,-1123,330531,353674
1119,101013,91964,-89789,8255,71657,72797,-75299,321964,354260
1120,121241,91964,-89789,15416,74052,72797,-189348,267289,355211
1121,130739,91964,-89789,14369,74250,72797,-229522,233164,354703
1122,130630,78895,-89729,-7752,74959,72839,-163689,208975,419780
1123,130630,78738,-89729,-92298,74163,72828,-90280,239550,507926
1124,153297,78686,-89729,-93076,72510,72828,-177550,186321,509942
1125,143876,78635,-89729,-93157,74836,72828,-140979,211464,509346
1126,121877,76670,-89729,-93021,74836,72828,-44455,237568,517102
1127,94012,76429,-89729,-91272,74877,72828,71915,229932,515482
1128,65006,76429,-89729,-90667,74877,72828,174525,166479,514601
1129,54541,76429,-89729,-90362,64021,72828,205913,148108,519183
1130,22944,76429,-89729,-90480,66230,72828,250727,15710,518355
1131,373,76377,-89729,-82504,71999,72828,232863,-84290,504497
1132,-12561,76265,-89837,-88432,74898,72828,199891,-134517,512462
1133,-30080,75099,-89837,-87790,74899,72828,143531,-184593,516019
1134,-45045,73267,-89837,-86930,74945,72828,82361,-206692,521497
1135,-54115,70043,-89837,-87638,74945,72250,35117,-198332,533349
1136,-76728,69486,-89837,-81852,71284,72411,-40345,-200603,529707
1137,-84976,71301,-89875,-88572,17269,78009,-5278,-248379,557433
1138,-84976,80574,-89875,-88196,5221,78873,19532,-316752,513280
1139,-84734,80513,-89875,-85741,-67968,72416,107670,-251672,505928
1140,-59939,67052,-89875,-96849,-75797,72416,156747,-95975,535691
1141,-26872,65259,-89875,-92917,-75797,73047,169711,12773,545788
1142,-12494,65259,-89875,-93113,-71764,72993,166151,51577,548650
1143,12474,68451,-89817,-89683,-75827,74564,143814,122177,541226
1144,41709,73670,-89817,-83171,-75760,83752,91522,198884,533681
1145,66399,83676,-89770,-76910,-75598,83752,28407,279448,501701
1146,90639,83407,-89770,-77243,-75566,84623,-88915,264841,502467
1147,100126,83407,-89770,-78679,-75594,84623,-131881,246858,500343
1148,122181,83407,-89770,-79167,-75564,86759,-215140,179362,499626
1149,107579,83407,-89581,-89829,-75288,86759,-165535,231061,482857
1150,103778,83420,-85186,-101072,-74606,86759,-149922,249838,445453
1151,80251,85706,-85021,-101072,-75056,86759,-35867,300805,433214
1152,69469,102437,-85021,-101064,-74769,86693,48301,374693,336425
1153,54030,102433,-85021,-101064,-74485,86693,146648,348582,336376
1154,40063,102326,-85021,-101054,-74552,86747,226044,302584,337098
1155,19498,101664,-85155,-101062,-74491,86747,315779,203109,341939
1156,931,96684,-85155,-92379,-74999,86747,344332,93431,386015
1157,-25980,98697,-85104,-90617,-74946,86747,357881,-76649,376125
1158,-51934,100686,-85174,-90888,-74519,86803,293754,-232885,363447
1159,-78774,100686,-85174,-90952,-74520,86803,156954,-340408,363350
1160,-109367,100686,-85174,-90899,-74520,86738,-38141,-372919,363429
